time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2019-05-12 AM 9:00,-0.1,0.09,46.97,48.46,0,0,830.02,913.44,4.29
2019-05-12 AM 10:00,-0.09,0.08,48.77,49.04,0,0,853.01,920.81,4.67
2019-05-12 AM 11:00,-0.1,0.08,48.53,49.19,0,0,846.1,925.85,4.68
2019-05-12 PM 12:00,-0.1,0.08,48.59,48.55,0,0,842.33,904.64,4.65
2019-05-12 PM 1:00,-0.1,0.07,48.01,47.96,0,0,829.8,895.21,4.74
2019-05-12 PM 2:00,-0.1,0.07,46.95,47.31,0,0,808.4,875.73,4.84
2019-05-12 PM 3:00,-0.1,0.08,46.91,47.79,0,0,808.45,884.56,4.65
2019-05-12 PM 4:00,-0.1,0.1,43.49,45.23,0,0,734.38,761.4,4.81
2019-05-12 PM 5:00,-0.1,0.08,42.71,41.55,0,0,709.62,726.61,4.83
2019-05-12 PM 6:00,-0.1,0.09,42.91,40.67,0,0,722.94,728.31,4.75
2019-05-12 PM 7:00,-0.1,0.1,43.22,45.9,0,0,734.76,763.83,4.61
2019-05-12 PM 8:00,-0.09,0.09,42.97,45.24,0,0,728.9,733.52,4.13
2019-05-12 PM 9:00,-0.09,0.09,42.76,42.88,0,0,723.72,709.82,4.04
2019-05-12 PM 10:00,-0.1,0.09,44.14,38.94,0,0,782.03,673.83,3.96
2019-05-12 PM 11:00,-0.1,0.09,45.77,38.51,0,0,851.7,668.67,3.95
2019-05-13 AM 12:00,-0.1,0.09,45.46,37.64,0,0,852.71,647.4,3.92
2019-05-13 AM 1:00,-0.1,0.09,45.56,37.64,0,0,853.46,657.59,3.97
2019-05-13 AM 2:00,-0.1,0.09,45.58,37.98,0,0,853.33,653.18,4.01
2019-05-13 AM 3:00,-0.1,0.1,45.38,37.05,0,0,853.19,629.95,4.14
2019-05-13 AM 4:00,-0.1,0.09,45.27,36.58,0,0,852.22,622.72,3.84
2019-05-13 AM 5:00,-0.1,0.08,45.47,37.55,0,0,856.57,650.73,3.93
2019-05-13 AM 6:00,-0.1,0.09,45.7,37.94,0,0,862.99,663.18,4
2019-05-13 AM 7:00,-0.1,0.08,45.99,40.1,0,0,871.65,707.28,3.91
2019-05-13 AM 8:00,-0.1,0.09,46.2,45.01,0,0,874.32,745.67,3.93
2019-05-13 AM 9:00,-0.1,0.08,46.21,45.45,0,0,871.42,752.98,3.94
2019-05-13 AM 10:00,-0.1,0.08,45.96,40.87,0,0,854,689.25,3.82
2019-05-13 AM 11:00,-0.1,0.08,45.84,38.41,0,0,855.01,660.91,3.29
2019-05-13 PM 12:00,-0.1,0.08,45.7,38.25,0,0,849.38,664.65,3.06
2019-05-13 PM 1:00,-0.1,0.08,45.98,38.84,0,0,851.28,682.17,3.18
2019-05-13 PM 2:00,-0.1,0.07,45.94,38.99,0,0,851.63,687.26,3.49
2019-05-13 PM 3:00,-0.1,0.08,45.9,39.27,0,0,844.83,693.6,3.57
2019-05-13 PM 4:00,-0.1,0.08,45.78,38.4,0,0,840.14,667.77,3.8
2019-05-13 PM 5:00,-0.1,0.09,45.62,38.1,0,0,845.46,666.11,3.53
2019-05-13 PM 6:00,-0.1,0.09,45.7,38.36,0,0,846.21,674.56,3.76
2019-05-13 PM 7:00,-0.1,0.08,45.85,39.07,0,0,844.12,700.71,3.79
2019-05-13 PM 8:00,-0.1,0.09,45.76,38.96,0,0,846,694.92,3.88
2019-05-13 PM 9:00,-0.1,0.09,45.65,37.84,0,0,839.43,658.33,3.79
2019-05-13 PM 10:00,-0.1,0.09,45.68,37.77,0,0,845.5,676.21,3.44
2019-05-13 PM 11:00,-0.1,0.08,46.05,38.2,0,0,848.65,691.69,3.5
2019-05-14 AM 12:00,-0.1,0.09,45.89,38.02,0,0,850.39,692.36,3.61
2019-05-14 AM 1:00,-0.1,0.08,45.65,38.06,0,0,852.4,696.36,3.56
2019-05-14 AM 2:00,-0.1,0.09,45.45,36.58,0,0,838.17,641.82,3.17
2019-05-14 AM 3:00,-0.1,0.08,45.05,36.13,0,0,833.26,629.37,3.46
2019-05-14 AM 4:00,-0.1,0.08,45.08,36.62,0,0,836.08,646.83,3.3
2019-05-14 AM 5:00,-0.1,0.09,45.29,37.71,0,0,838.23,681.15,3.63
2019-05-14 AM 6:00,-0.1,0.08,45.44,38.64,0,0,841.27,700.9,3.67
2019-05-14 AM 7:00,-0.1,0.08,45.31,37.89,0,0,833.26,676.52,3.56
2019-05-14 AM 8:00,-0.1,0.08,45.35,36.85,0,0,829.48,645.04,3.7
2019-05-14 AM 9:00,-0.1,0.08,45.46,38.35,0,0,837.63,686.91,3.78
2019-05-14 AM 10:00,-0.1,0.08,45.95,39.63,0,0,841.94,730.4,3.99
2019-05-14 AM 11:00,34.72,0.07,13.96,40.91,520.26,0,309.25,708,4.03
2019-05-14 PM 12:00,51.53,0.03,-6.2,46.81,887.2,0,0,797.24,2.48
2019-05-14 PM 1:00,54.81,0.01,-6.2,50.08,937.17,-39.9,0,850.53,1.74
2019-05-14 PM 2:00,56.5,0.01,-6.2,48.78,975.95,-50.06,0,796.24,2.21
2019-05-14 PM 3:00,55.49,0,-6.2,48.11,935.83,-28.79,0,769.32,2.03
2019-05-14 PM 4:00,52.97,0.01,-6.2,47.79,876.95,-17.28,0,736.06,2.09
2019-05-14 PM 5:00,51.9,0.01,-6.2,46.15,856.61,-18.26,0,715.8,2.14
2019-05-14 PM 6:00,52,0.01,-6.2,46.9,855.01,-17.7,0,719.81,2.14
2019-05-14 PM 7:00,52.04,0.01,-6.2,44.68,861.36,-17.91,0,696.52,2.11
2019-05-14 PM 8:00,52.06,0.02,-6.2,45.7,864.77,-18.36,0,711.82,2.22
2019-05-14 PM 9:00,54.6,0.02,-6.2,46.71,915.42,-18.58,0,742.4,2.43
2019-05-14 PM 10:00,54.62,0.02,-6.2,46.52,916.56,-18.89,0,730.8,2.19
2019-05-14 PM 11:00,54.38,0.02,-6.2,47.25,914.76,-19.31,0,756.88,1.47
2019-05-15 AM 12:00,53.88,0.02,-6.2,45.36,901.76,-18.42,0,706.58,1.57
2019-05-15 AM 1:00,51.39,0.02,-6.2,45.64,851.82,-18.06,0,694.38,0.93
2019-05-15 AM 2:00,51.2,0.01,-6.2,44.25,849.82,-18.26,0,688.11,1.58
2019-05-15 AM 3:00,51.21,0.02,-6.2,42.82,858.51,-17.98,0,677.21,0.83
2019-05-15 AM 4:00,51.23,0.01,-6.2,42.41,848.73,-19.54,0,675.6,0.59
2019-05-15 AM 5:00,50.9,0.01,-6.2,41.08,843.67,-19.17,0,657.92,1.18
2019-05-15 AM 6:00,50.72,0.01,-6.2,39.67,836.4,-19.1,0,638.17,0.78
2019-05-15 AM 7:00,50.55,0.02,-6.2,38.75,820.39,-18.58,0,617.95,0.97
2019-05-15 AM 8:00,50.2,0.02,-6.2,37.51,804.13,-18.21,0,582.86,1.07
2019-05-15 AM 9:00,50.41,0.01,-6.2,38.09,807.91,-18.63,0,604.09,1.24
2019-05-15 AM 10:00,51.81,0.01,-6.2,44.02,855.11,0,0,849.01,0.1
2019-05-15 AM 11:00,52.51,0.01,-6.2,45.99,845.96,0,0,870.95,0.01
2019-05-15 PM 12:00,52.27,0.01,-6.2,47.3,851.02,0,0,877.25,0.11
2019-05-15 PM 1:00,52.38,0.01,-6.2,46.82,837.96,0,0,858.91,0.15
2019-05-15 PM 2:00,52.32,0.01,-6.2,47.39,840.63,0,0,885.82,0.02
2019-05-15 PM 3:00,52.29,0.02,-6.2,49.63,846.37,0,0,924.94,0
2019-05-15 PM 4:00,52.26,0.01,-6.2,49.65,846.46,0,0,942.04,0.1
2019-05-15 PM 5:00,52.28,0.02,-6.2,50.6,854.22,0,0,954.97,0.04
2019-05-15 PM 6:00,52.31,0.01,-6.2,47.2,836.28,0,0,888.29,0
2019-05-15 PM 7:00,51.96,0.02,-6.2,45.74,833.65,0,0,883.69,0.03
2019-05-15 PM 8:00,51.6,0.02,-6.2,44.02,831.66,0,0,838.71,0
2019-05-15 PM 9:00,51.29,0.02,-6.2,43.08,826.89,0,0,813.48,0
2019-05-15 PM 10:00,51.28,0.03,-6.2,41.05,814.74,0,0,827.77,0
2019-05-15 PM 11:00,50.87,0.04,-6.2,39.33,796.54,0,0,795.23,0
2019-05-16 AM 12:00,51.18,0.04,-6.2,36.82,808.51,0,0,719.58,0
2019-05-16 AM 1:00,52.12,0.04,-6.2,35.96,852.51,0,0,683.53,0
2019-05-16 AM 2:00,53.06,0.04,-6.2,36.09,885.95,0,0,708.84,0
2019-05-16 AM 3:00,53.43,0.03,-6.2,36.03,903.44,0,0,720.27,0
2019-05-16 AM 4:00,54.89,0.04,-6.2,35.96,933.7,0,0,726.41,0
2019-05-16 AM 5:00,53.3,0.03,-6.2,35.11,903.04,0,0,660.6,0
2019-05-16 AM 6:00,52.81,0.03,-6.2,34.23,882.73,0,0,606.73,0
2019-05-16 AM 7:00,53.17,0.04,-6.2,34.49,894.82,0,0,617.27,0
2019-05-16 AM 8:00,53.19,0.03,-6.2,35.26,869.86,0,0,646.76,0.01
2019-05-16 AM 9:00,53,0.03,-6.2,35.26,861.1,0,0,641.36,0.4
2019-05-16 AM 10:00,52.87,0.01,-6.2,35.43,842.28,0,0,651.41,0.49
2019-05-16 AM 11:00,52.93,0.02,-6.2,35.48,842.1,0,0,649.13,0.48
2019-05-16 PM 12:00,52.92,0.01,-6.2,35.46,833.43,0,0,645.34,0.39
2019-05-16 PM 1:00,52.95,0.01,-6.2,35.45,829.32,0,0,636.59,0.58
2019-05-16 PM 2:00,53.54,0.01,-6.2,35.68,836.68,0,0,659.8,0.37
2019-05-16 PM 3:00,56.64,0.01,-6.2,35.68,923.58,0,0,689.96,0.17
2019-05-16 PM 4:00,58.42,0.02,-6.2,36.28,954.96,0,0,716.76,0.02
2019-05-16 PM 5:00,53.91,0.01,-6.2,36.79,870.16,0,0,725.78,0
2019-05-16 PM 6:00,56.15,0.03,-6.2,36.77,914.44,0,0,728.48,0.03
2019-05-16 PM 7:00,53.3,0.03,-6.2,35.9,856.53,0,0,667.56,0.01
2019-05-16 PM 8:00,52.7,0.03,-6.2,34.4,832.53,0,0,595.46,0
2019-05-16 PM 9:00,52.53,0.02,-6.2,34.29,822.27,0,0,586.03,0
2019-05-16 PM 10:00,53.23,0.03,-6.2,34.99,814.28,0,0,648.25,0
2019-05-16 PM 11:00,53.49,0.03,-6.2,36.02,823.51,0,0,708.41,0.08
2019-05-17 AM 12:00,53.26,0.02,-6.2,36.33,819.87,0,0,719.7,0
2019-05-17 AM 1:00,52.76,0.03,-6.2,36.49,817.66,0,0,712.76,0
2019-05-17 AM 2:00,52.21,0.03,-6.2,35.8,790.91,0,0,669.84,0
2019-05-17 AM 3:00,52.03,0.04,-6.2,34.8,791.93,0,0,632.25,0
2019-05-17 AM 4:00,51.78,0.02,-6.2,34.46,792.15,0,0,619.91,0.01
2019-05-17 AM 5:00,51.72,0.02,-6.2,34.6,782.6,0,0,626.87,0
2019-05-17 AM 6:00,51.94,0.03,-6.2,34.51,790.58,0,0,622.8,0
2019-05-17 AM 7:00,51.86,0.02,-6.2,34.1,789.82,0,0,616.78,0.26
2019-05-17 AM 8:00,52.35,0.02,-6.2,33.92,796.08,0,0,622.95,0
2019-05-17 AM 9:00,52.18,0.02,-6.2,33.86,793.03,0,0,608.26,0
2019-05-17 AM 10:00,52.02,0.01,-6.2,35.22,771.7,0,0,646.06,0
2019-05-17 AM 11:00,51.9,0.01,-6.2,35.36,766.45,0,0,655.07,0.02
2019-05-17 PM 12:00,52.3,0,-6.2,35.2,780.35,0,0,655,0.56
2019-05-17 PM 1:00,52.09,0.01,-6.2,35.2,767.01,0,0,643.19,0.32
2019-05-17 PM 2:00,52.1,0.01,-6.2,35.56,785.58,0,0,668.92,0.25
2019-05-17 PM 3:00,52.53,0.01,-6.2,36.7,783.48,0,0,702.14,0.03
2019-05-17 PM 4:00,52.43,0.01,-6.2,36.67,784.53,0,0,685.86,0.32
2019-05-17 PM 5:00,53.71,0.02,-6.2,37.14,818.44,0,0,714.23,0.16
2019-05-17 PM 6:00,55.25,0.03,-6.2,36.35,842.29,0,0,680.12,0.18
2019-05-17 PM 7:00,51.49,0.02,-6.2,34.68,760.64,0,0,608,0.21
2019-05-17 PM 8:00,51.29,0.02,-6.2,32.27,750.03,0,0,539.39,0
2019-05-17 PM 9:00,51.2,0.03,-6.2,32.46,751.51,0,0,543.29,0
2019-05-17 PM 10:00,51.55,0.03,-6.2,33.48,759.89,0,0,573.34,0
2019-05-17 PM 11:00,51.21,0.03,-6.2,32.19,750.37,0,0,541.1,0
2019-05-18 AM 12:00,51.02,0.03,-6.2,31.91,745.65,0,0,528.63,0
2019-05-18 AM 1:00,51.06,0.02,-6.2,32.96,753.22,0,0,554.11,0
2019-05-18 AM 2:00,51.14,0.03,-6.2,32.94,754.42,0,0,552.21,0
2019-05-18 AM 3:00,50.75,0.03,-6.2,32.35,747.96,0,0,539.35,0
2019-05-18 AM 4:00,50.71,0.04,-6.2,32.57,745.37,0,0,531.2,0
2019-05-18 AM 5:00,51.15,0.03,-6.2,31.92,766.76,0,0,435.03,0
2019-05-18 AM 6:00,51.47,0.03,-6.2,32.1,773.24,0,0,433.7,0
2019-05-18 AM 7:00,51.92,0.02,-6.2,33.34,791.25,0,0,466.51,0
2019-05-18 AM 8:00,51.68,0.02,-6.2,32.63,785.44,0,0,449.99,0
2019-05-18 AM 9:00,51.86,0.03,-6.2,33.24,796.76,0,0,471.89,0
2019-05-18 AM 10:00,51.65,0.01,-6.2,31.99,778.31,0,0,436.16,0
2019-05-18 AM 11:00,51.38,0.01,-6.2,32.21,771.97,0,0,431.64,0
2019-05-18 PM 12:00,50.98,0.01,-6.2,31.82,759.46,0,0,385.76,0
2019-05-18 PM 1:00,50.71,0.02,-6.2,22.89,773.41,0,0,253.1,0
2019-05-18 PM 2:00,55.88,0.02,-6.2,0.4,898.01,0,0,51.1,0
2019-05-18 PM 3:00,64.35,0.01,-6.2,0.4,1054.99,0,0,54.39,0
2019-05-18 PM 4:00,69.61,0.01,-6.2,0.4,1145.58,0,0,54.11,0
2019-05-18 PM 5:00,70.66,0.01,-6.2,0.4,1171.37,0,0,53.41,0
2019-05-18 PM 6:00,70.2,0.01,-6.2,0.4,1168.37,0,0,52.2,0
2019-05-18 PM 7:00,69.92,0.01,-6.2,0.4,1163.6,0,0,50.89,0
2019-05-18 PM 8:00,67.06,0.01,-6.2,0.4,1129.51,0,0,51.64,0
2019-05-18 PM 9:00,65.31,0,-6.2,0.4,1114.39,0,0,50.19,0
2019-05-18 PM 10:00,64.03,0.01,-6.2,0.4,1113.15,0,0,48.82,0
2019-05-18 PM 11:00,64.79,0,-6.2,0.4,1136.63,0,0,46.9,0
2019-05-19 AM 12:00,66.94,0.01,-6.2,0.4,1168.51,0,0,47.31,0
2019-05-19 AM 1:00,68.17,0.01,-6.2,0.4,1173.57,0,0,46.53,0
2019-05-19 AM 2:00,69.22,0.01,-6.2,0.4,1189.55,0,0,46.38,0
2019-05-19 AM 3:00,69.04,0.01,-6.2,0.4,1184.7,0,0,46.83,0
2019-05-19 AM 4:00,68.24,0.01,-6.2,0.4,1174.37,0,0,46.15,0
2019-05-19 AM 5:00,67.79,0,-6.2,0.4,1168.31,0,0,46.97,0
2019-05-19 AM 6:00,66.89,0.01,-6.2,0.4,1161.21,0,0,47.35,0.03
2019-05-19 AM 7:00,68.25,0,-6.2,0.4,1181.91,0,0,49.8,0.16
2019-05-19 AM 8:00,70.34,0,-6.2,0.4,1216.01,0,0,52.83,0
2019-05-19 AM 9:00,64.13,0,-6.2,0.4,1096.91,0,0,55.91,0
2019-05-19 AM 10:00,64.62,0,-6.2,0.4,1098.66,0,0,57.52,0
2019-05-19 AM 11:00,66.31,0,-6.2,0.4,1129.25,0,0,48.19,0
2019-05-19 PM 12:00,66.89,0,-6.2,0.4,1131.93,0,0,44.5,0
2019-05-19 PM 1:00,66.21,0,-6.2,0.4,1111.09,0,0,43.09,0.01
2019-05-19 PM 2:00,65.95,0,-6.2,0.4,1116.36,0,0,42.06,0.01
2019-05-19 PM 3:00,68.36,0,-6.2,0.4,1160.78,0,0,42.4,0.78
2019-05-19 PM 4:00,69.1,0,-6.2,0.4,1169.23,0,0,41.6,1
2019-05-19 PM 5:00,69.68,0,-6.2,0.4,1175.17,0,0,40.69,1.27
2019-05-19 PM 6:00,68.84,0,-6.2,0.4,1155.81,0,0,41.27,0.99
2019-05-19 PM 7:00,66.96,0,-6.2,0.4,1116.67,0,0,42.15,0.65
2019-05-19 PM 8:00,66.22,0,-6.2,0.4,1108.52,0,0,41.99,0.34
2019-05-19 PM 9:00,64.72,0,-6.2,0.4,1089.45,0,0,42.37,0.17
2019-05-19 PM 10:00,64.34,0.01,-6.2,0.4,1079.63,0,0,42.79,0.22
2019-05-19 PM 11:00,64.56,0,-6.2,0.4,1081.17,0,0,42.09,0.16
2019-05-20 AM 12:00,64.67,0,-6.2,0.4,1082.03,0,0,42.8,0.12
2019-05-20 AM 1:00,65.21,0.01,-6.2,0.4,1110.06,0,0,45.2,0.24
2019-05-20 AM 2:00,66.45,0,-6.2,0.4,1136.59,0,0,45.65,0.23
2019-05-20 AM 3:00,68.63,0,-6.2,0.4,1172.58,0,0,44.52,0.35
2019-05-20 AM 4:00,69.94,0,-6.2,0.4,1191.63,0,0,44.91,0.52
2019-05-20 AM 5:00,68.65,0,-6.2,0.4,1142.75,0,0,41.4,0.4
2019-05-20 AM 6:00,67.65,0.01,-6.2,0.4,1117.65,0,0,41.52,0.55
2019-05-20 AM 7:00,66.54,0,-6.2,0.4,1091.22,0,0,41.32,0.75
2019-05-20 AM 8:00,65.76,0,-6.2,0.4,1072.56,0,0,42.44,0.43
2019-05-20 AM 9:00,66.99,0,-6.2,0.4,1105.45,0,0,44.02,0.54
2019-05-20 AM 10:00,68.91,0,-6.2,0.4,1393.41,-258.85,0,18.73,0.92
2019-05-20 AM 11:00,70.73,0,-6.2,0.4,1223.84,-9.65,0,0.19,1.02
2019-05-20 PM 12:00,,,,,,,,,
2019-05-20 PM 1:00,,,,,,,,,
2019-05-20 PM 2:00,,,,,,,,,
2019-05-20 PM 3:00,48.31,0,-6.2,0.4,853,0,0,0.37,0
2019-05-20 PM 4:00,12.11,0,-6.2,0.4,221.27,0,0,0.11,0.32
2019-05-20 PM 5:00,0,0,-6.2,0.4,0,0,0,0.02,0.32
2019-05-20 PM 6:00,-0.05,0,-6.2,0.4,0,0,0,0,0
2019-05-20 PM 7:00,-0.07,0,-6.2,0.4,-0.01,0,0,0,0
2019-05-20 PM 8:00,-0.09,0,-6.2,0.4,0,0,0,0,0
2019-05-20 PM 9:00,-0.09,0,-6.2,0.4,0.02,0,0,0,0
2019-05-20 PM 10:00,-0.09,0,-6.2,0.4,0.05,0,0,0,0
2019-05-20 PM 11:00,-0.1,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 12:00,-0.09,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 1:00,-0.1,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 2:00,-0.08,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 3:00,-0.1,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 4:00,-0.1,0,-6.2,0.4,0,0,0,0,0.15
2019-05-21 AM 5:00,-0.08,0,-6.2,0.4,0,0,0,0,0.24
2019-05-21 AM 6:00,-0.09,0,-6.2,0.4,0,0,0,0,0
2019-05-21 AM 7:00,-0.08,0,-5.48,0.27,0,0,0,0,0
2019-05-21 AM 8:00,,,,,,,,,
2019-05-21 AM 9:00,,,,,,,,,
2019-05-21 AM 10:00,,,,,,,,,
2019-05-21 AM 11:00,,,,,,,,,
2019-05-21 PM 12:00,,,,,,,,,
2019-05-21 PM 1:00,,,,,,,,,
2019-05-21 PM 2:00,,,,,,,,,
2019-05-21 PM 3:00,,,,,,,,,
2019-05-21 PM 4:00,,,,,,,,,
2019-05-21 PM 5:00,,,,,,,,,
2019-05-21 PM 6:00,,,,,,,,,
2019-05-21 PM 7:00,,,,,,,,,
2019-05-21 PM 8:00,,,,,,,,,
2019-05-21 PM 9:00,,,,,,,,,
2019-05-21 PM 10:00,,,,,,,,,
2019-05-21 PM 11:00,,,,,,,,,
2019-05-22 AM 12:00,,,,,,,,,
2019-05-22 AM 1:00,,,,,,,,,
2019-05-22 AM 2:00,,,,,,,,,
2019-05-22 AM 3:00,,,,,,,,,
2019-05-22 AM 4:00,,,,,,,,,
2019-05-22 AM 5:00,,,,,,,,,
2019-05-22 AM 6:00,,,,,,,,,
2019-05-22 AM 7:00,,,,,,,,,
2019-05-22 AM 8:00,,,,,,,,,
2019-05-22 AM 9:00,,,,,,,,,
2019-05-22 AM 10:00,,,,,,,,,
2019-05-22 AM 11:00,,,,,,,,,
2019-05-22 PM 12:00,,,,,,,,,
2019-05-22 PM 1:00,,,,,,,,,
2019-05-22 PM 2:00,,,,,,,,,
2019-05-22 PM 3:00,,,,,,,,,
2019-05-22 PM 4:00,,,,,,,,,
2019-05-22 PM 5:00,,,,,,,,,
2019-05-22 PM 6:00,,,,,,,,,
2019-05-22 PM 7:00,,,,,,,,,
2019-05-22 PM 8:00,,,,,,,,,
2019-05-22 PM 9:00,,,,,,,,,
2019-05-22 PM 10:00,,,,,,,,,
2019-05-22 PM 11:00,,,,,,,,,
2019-05-23 AM 12:00,,,,,,,,,
2019-05-23 AM 1:00,,,,,,,,,
2019-05-23 AM 2:00,,,,,,,,,
2019-05-23 AM 3:00,,,,,,,,,
2019-05-23 AM 4:00,,,,,,,,,
2019-05-23 AM 5:00,,,,,,,,,
2019-05-23 AM 6:00,,,,,,,,,
2019-05-23 AM 7:00,,,,,,,,,
2019-05-23 AM 8:00,,,,,,,,,
2019-05-23 AM 9:00,,,,,,,,,
2019-05-23 AM 10:00,,,,,,,,,
2019-05-23 AM 11:00,,,,,,,,,
2019-05-23 PM 12:00,,,,,,,,,
2019-05-23 PM 1:00,,,,,,,,,
2019-05-23 PM 2:00,,,,,,,,,
2019-05-23 PM 3:00,,,,,,,,,
2019-05-23 PM 4:00,,,,,,,,,
2019-05-23 PM 5:00,,,,,,,,,
2019-05-23 PM 6:00,,,,,,,,,
2019-05-23 PM 7:00,,,,,,,,,
2019-05-23 PM 8:00,,,,,,,,,
2019-05-23 PM 9:00,,,,,,,,,
2019-05-23 PM 10:00,,,,,,,,,
2019-05-23 PM 11:00,,,,,,,,,
2019-05-24 AM 12:00,,,,,,,,,
2019-05-24 AM 1:00,,,,,,,,,
2019-05-24 AM 2:00,,,,,,,,,
2019-05-24 AM 3:00,,,,,,,,,
2019-05-24 AM 4:00,,,,,,,,,
2019-05-24 AM 5:00,,,,,,,,,
2019-05-24 AM 6:00,,,,,,,,,
2019-05-24 AM 7:00,,,,,,,,,
2019-05-24 AM 8:00,,,,,,,,,
2019-05-24 AM 9:00,,,,,,,,,
2019-05-24 AM 10:00,,,,,,,,,
2019-05-24 AM 11:00,,,,,,,,,
2019-05-24 PM 12:00,,,,,,,,,
2019-05-24 PM 1:00,,,,,,,,,
2019-05-24 PM 2:00,,,,,,,,,
2019-05-24 PM 3:00,,,,,,,,,
2019-05-24 PM 4:00,,,,,,,,,
2019-05-24 PM 5:00,,,,,,,,,
2019-05-24 PM 6:00,,,,,,,,,
2019-05-24 PM 7:00,,,,,,,,,
2019-05-24 PM 8:00,,,,,,,,,
2019-05-24 PM 9:00,,,,,,,,,
2019-05-24 PM 10:00,,,,,,,,,
2019-05-24 PM 11:00,,,,,,,,,
2019-05-25 AM 12:00,,,,,,,,,
2019-05-25 AM 1:00,,,,,,,,,
2019-05-25 AM 2:00,,,,,,,,,
2019-05-25 AM 3:00,,,,,,,,,
2019-05-25 AM 4:00,,,,,,,,,
2019-05-25 AM 5:00,,,,,,,,,
2019-05-25 AM 6:00,,,,,,,,,
2019-05-25 AM 7:00,,,,,,,,,
2019-05-25 AM 8:00,,,,,,,,,
2019-05-25 AM 9:00,,,,,,,,,
2019-05-25 AM 10:00,,,,,,,,,
2019-05-25 AM 11:00,,,,,,,,,
2019-05-25 PM 12:00,,,,,,,,,
2019-05-25 PM 1:00,,,,,,,,,
2019-05-25 PM 2:00,,,,,,,,,
2019-05-25 PM 3:00,,,,,,,,,
2019-05-25 PM 4:00,,,,,,,,,
2019-05-25 PM 5:00,,,,,,,,,
2019-05-25 PM 6:00,,,,,,,,,
2019-05-25 PM 7:00,,,,,,,,,
2019-05-25 PM 8:00,,,,,,,,,
2019-05-25 PM 9:00,,,,,,,,,
2019-05-25 PM 10:00,,,,,,,,,
2019-05-25 PM 11:00,,,,,,,,,
2019-05-26 AM 12:00,,,,,,,,,
2019-05-26 AM 1:00,,,,,,,,,
2019-05-26 AM 2:00,,,,,,,,,
2019-05-26 AM 3:00,,,,,,,,,
2019-05-26 AM 4:00,,,,,,,,,
2019-05-26 AM 5:00,,,,,,,,,
2019-05-26 AM 6:00,,,,,,,,,
2019-05-26 AM 7:00,,,,,,,,,
2019-05-26 AM 8:00,,,,,,,,,
2019-05-26 AM 9:00,,,,,,,,,
2019-05-26 AM 10:00,,,,,,,,,
2019-05-26 AM 11:00,,,,,,,,,
2019-05-26 PM 12:00,,,,,,,,,
2019-05-26 PM 1:00,,,,,,,,,
2019-05-26 PM 2:00,,,,,,,,,
2019-05-26 PM 3:00,,,,,,,,,
2019-05-26 PM 4:00,,,,,,,,,
2019-05-26 PM 5:00,,,,,,,,,
2019-05-26 PM 6:00,,,,,,,,,
2019-05-26 PM 7:00,,,,,,,,,
2019-05-26 PM 8:00,,,,,,,,,
2019-05-26 PM 9:00,,,,,,,,,
2019-05-26 PM 10:00,,,,,,,,,
2019-05-26 PM 11:00,,,,,,,,,
2019-05-27 AM 12:00,,,,,,,,,
2019-05-27 AM 1:00,,,,,,,,,
2019-05-27 AM 2:00,,,,,,,,,
2019-05-27 AM 3:00,,,,,,,,,
2019-05-27 AM 4:00,,,,,,,,,
2019-05-27 AM 5:00,,,,,,,,,
2019-05-27 AM 6:00,,,,,,,,,
2019-05-27 AM 7:00,,,,,,,,,
2019-05-27 AM 8:00,,,,,,,,,
2019-05-27 AM 9:00,,,,,,,,,
2019-05-27 AM 10:00,,,,,,,,,
2019-05-27 AM 11:00,,,,,,,,,
2019-05-27 PM 12:00,,,,,,,,,
2019-05-27 PM 1:00,,,,,,,,,
2019-05-27 PM 2:00,,,,,,,,,
2019-05-27 PM 3:00,,,,,,,,,
2019-05-27 PM 4:00,,,,,,,,,
2019-05-27 PM 5:00,,,,,,,,,
2019-05-27 PM 6:00,,,,,,,,,
2019-05-27 PM 7:00,,,,,,,,,
2019-05-27 PM 8:00,,,,,,,,,
2019-05-27 PM 9:00,,,,,,,,,
2019-05-27 PM 10:00,,,,,,,,,
2019-05-27 PM 11:00,,,,,,,,,
2019-05-28 AM 12:00,,,,,,,,,
2019-05-28 AM 1:00,,,,,,,,,
2019-05-28 AM 2:00,,,,,,,,,
2019-05-28 AM 3:00,,,,,,,,,
2019-05-28 AM 4:00,,,,,,,,,
2019-05-28 AM 5:00,,,,,,,,,
2019-05-28 AM 6:00,,,,,,,,,
2019-05-28 AM 7:00,,,,,,,,,
2019-05-28 AM 8:00,,,,,,,,,
2019-05-28 AM 9:00,,,,,,,,,
2019-05-28 AM 10:00,,,,,,,,,
2019-05-28 AM 11:00,,,,,,,,,
2019-05-28 PM 12:00,,,,,,,,,
2019-05-28 PM 1:00,,,,,,,,,
2019-05-28 PM 2:00,,,,,,,,,
2019-05-28 PM 3:00,,,,,,,,,
2019-05-28 PM 4:00,,,,,,,,,
2019-05-28 PM 5:00,,,,,,,,,
