time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2019-02-02 AM 2:00,-0.2,-0.13,0,0.4,0,0,0,0.19,0
2019-02-02 AM 3:00,-0.2,-0.13,0,0.4,0,0,0,0.16,0
2019-02-02 AM 4:00,-0.2,-0.14,0.01,0.4,0,0,0,0.11,0
2019-02-02 AM 5:00,-0.2,-0.15,0.01,0.4,0,0,0,0.21,0
2019-02-02 AM 6:00,-0.2,-0.15,0,0.4,0,0,0,0.18,0
2019-02-02 AM 7:00,-0.2,-0.15,0.01,0.4,0,0,0,0.15,0
2019-02-02 AM 8:00,-0.2,-0.16,0.01,0.4,0,0,0,0.17,0
2019-02-02 AM 9:00,-0.2,-0.16,0.01,0.4,0,0,0,0.14,0
2019-02-02 AM 10:00,-0.2,-0.17,0,0.4,0,0,0,0.2,0
2019-02-02 AM 11:00,-0.2,-0.18,0,0.4,0,0,0,0.21,0
2019-02-02 PM 12:00,-0.2,-0.17,0.01,0.4,0,0,0,0.12,0
2019-02-02 PM 1:00,-0.2,-0.17,0.01,0.4,0,0,0,0.12,0
2019-02-02 PM 2:00,-0.2,-0.17,0,0.4,0,0,0,0.2,0
2019-02-02 PM 3:00,-0.2,-0.16,0.01,0.4,0,0,0,0.14,0.01
2019-02-02 PM 4:00,-0.2,-0.14,0.01,0.4,0,0,0,0.14,0.01
2019-02-02 PM 5:00,-0.2,-0.13,0,0.4,0,0,0,0.07,0.14
2019-02-02 PM 6:00,-0.2,-0.13,0,0.4,0,0,0,0.11,0.19
2019-02-02 PM 7:00,-0.2,-0.12,0.01,0.4,0,0,0,0.14,0.28
2019-02-02 PM 8:00,-0.2,-0.11,0.01,0.4,0,0,0,0.09,0.35
2019-02-02 PM 9:00,-0.2,-0.11,0,0.4,0,0,0,0.18,0.1
2019-02-02 PM 10:00,-0.2,-0.11,0.01,0.4,0,0,0,0.18,0
2019-02-02 PM 11:00,-0.2,-0.1,0.01,0.4,0,0,0,0.13,0
2019-02-03 AM 12:00,-0.2,-0.1,0.01,0.4,0,0,0,0.1,0
2019-02-03 AM 1:00,-0.2,-0.1,0.01,0.4,0,0,0,0.09,0
2019-02-03 AM 2:00,-0.2,-0.1,0,0.4,0,0,0,0.08,0.01
2019-02-03 AM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0.1,0
2019-02-03 AM 4:00,-0.2,-0.1,0,0.4,0,0,0,0.04,0
2019-02-03 AM 5:00,-0.2,-0.1,0.01,0.4,0,0,0,0.03,0.09
2019-02-03 AM 6:00,-0.2,-0.09,0.01,0.4,0,0,0,0.08,0.05
2019-02-03 AM 7:00,-0.2,-0.1,0.01,0.4,0,0,0,0.04,0.05
2019-02-03 AM 8:00,-0.2,-0.09,0,0.4,0,0,0,0.07,0.01
2019-02-03 AM 9:00,-0.2,-0.1,0,0.4,0,0,0,0.06,0.04
2019-02-03 AM 10:00,-0.19,-0.09,0,18.03,37.02,37.57,0,438.66,0.04
2019-02-03 AM 11:00,-0.19,-0.09,0,58.78,0,12.19,-0.37,1499.1,0.02
2019-02-03 PM 12:00,-0.19,-0.08,0,59.3,0,0,-0.75,1500.08,0.15
2019-02-03 PM 1:00,-0.18,-0.06,64.79,53.16,0,0,1025.23,1160.37,0.1
2019-02-03 PM 2:00,-0.18,-0.07,70.45,40.84,0,0,1117.79,969.43,0.08
2019-02-03 PM 3:00,-0.17,-0.05,70.59,37.01,0,0,1138.7,892.68,0.02
2019-02-03 PM 4:00,-0.16,-0.05,70.07,35.29,0,0,1148.66,861.01,0.14
2019-02-03 PM 5:00,-0.14,-0.04,63.7,33.55,0,0,1121.27,805.07,0.38
2019-02-03 PM 6:00,-0.14,-0.02,58.46,32.63,0,0,1090.82,775.06,0.44
2019-02-03 PM 7:00,-0.13,-0.02,37.11,15.18,0,0,706.47,371.44,0.25
2019-02-03 PM 8:00,-0.12,-0.03,0,0.4,0,0,0,0,0.33
2019-02-03 PM 9:00,-0.11,-0.02,0.01,0.4,0,0,0,0,0
2019-02-03 PM 10:00,-0.11,-0.01,0,0.4,0,0,0,0,0
2019-02-03 PM 11:00,-0.11,-0.01,0,0.4,0,0,0,0,0.01
2019-02-04 AM 12:00,-0.11,-0.01,0,0.4,0,0,0,0,0
2019-02-04 AM 1:00,-0.12,-0.01,0,0.4,0,0,0,0,0
2019-02-04 AM 2:00,-0.11,-0.01,0.01,0.4,0,0,0,0.01,0
2019-02-04 AM 3:00,-0.11,0,0,0.4,0,0,0,0,0
2019-02-04 AM 4:00,-0.12,-0.01,0.01,0.4,0,0,0,0.36,0
2019-02-04 AM 5:00,-0.12,-0.02,0.02,0.4,0,0,0,0,0
2019-02-04 AM 6:00,-0.13,-0.02,0,0.4,0,0,0,0,0
2019-02-04 AM 7:00,-0.14,-0.01,0,0.4,0,0,0,0,0
2019-02-04 AM 8:00,-0.15,-0.02,0.01,0.4,0,0,0,0,0
2019-02-04 AM 9:00,-0.15,-0.03,0.01,0.4,0,0,0,0,0
2019-02-04 AM 10:00,-0.16,-0.02,0,0.4,0,0,0,0,0
2019-02-04 AM 11:00,-0.18,-0.04,0.01,0.4,0,0,0,0,0
2019-02-04 PM 12:00,-0.17,-0.03,0,0.4,0,0,0,0.01,0
2019-02-04 PM 1:00,-0.17,-0.03,0.01,0.4,0,0,0,0.02,0
2019-02-04 PM 2:00,-0.16,-0.04,0.01,0.4,0,0,0,0,0
2019-02-04 PM 3:00,-0.14,-0.03,0,0.4,0,0,0,0,0
2019-02-04 PM 4:00,-0.15,-0.03,0,0.4,0,0,0,0,0
2019-02-04 PM 5:00,-0.13,-0.02,0,0.4,0,0,0,0,0
2019-02-04 PM 6:00,-0.14,-0.02,0.01,0.4,0,0,0,0,0
2019-02-04 PM 7:00,-0.14,-0.01,0.01,0.4,0,0,0,0,0
2019-02-04 PM 8:00,-0.12,-0.01,0.01,0.4,0,0,0,0,0
2019-02-04 PM 9:00,-0.13,-0.01,0.01,0.4,0,0,0,0,0
2019-02-04 PM 10:00,-0.13,-0.01,0.01,0.4,0,0,0,0,0
2019-02-04 PM 11:00,-0.15,-0.01,0.01,0.4,0,0,0,0,0
2019-02-05 AM 12:00,-0.13,-0.01,0.01,0.4,0,0,0,0,0
2019-02-05 AM 1:00,-0.14,-0.02,0,0.4,0,0,0,0,0
2019-02-05 AM 2:00,-0.14,-0.02,0.01,0.4,0,0,0,0,0
2019-02-05 AM 3:00,-0.15,-0.01,0,0.4,0,0,0,0,0
2019-02-05 AM 4:00,-0.15,-0.02,0,0.4,0,0,0,0,0
2019-02-05 AM 5:00,-0.17,-0.04,0.01,0.4,0,0,0,0,0
2019-02-05 AM 6:00,-0.15,-0.03,0,0.4,0,0,0,0,0
2019-02-05 AM 7:00,-0.16,-0.03,0.01,0.4,0,0,0,0,0
2019-02-05 AM 8:00,-0.17,-0.04,0.01,0.4,0,0,0,0,0.04
2019-02-05 AM 9:00,-0.17,-0.06,0.02,0.4,0,0,0,0,0.06
2019-02-05 AM 10:00,-0.19,-0.06,0.01,0.4,0,0,0,0,0
2019-02-05 AM 11:00,-0.19,-0.05,0.01,0.4,0,0,0,0.01,0
2019-02-05 PM 12:00,-0.19,-0.06,0.01,0.4,0,0,0,0.01,0
2019-02-05 PM 1:00,-0.19,-0.07,0,0.4,0,0,0,0.02,0
2019-02-05 PM 2:00,-0.19,-0.06,0.01,0.4,0,0,0,0,0
2019-02-05 PM 3:00,-0.17,-0.05,0.01,0.4,0,0,0,0.01,0.12
2019-02-05 PM 4:00,-0.16,-0.05,0.01,0.4,0,0,0,0.01,0.07
2019-02-05 PM 5:00,-0.15,-0.05,0.01,0.4,0,0,0,0.05,0
2019-02-05 PM 6:00,-0.14,-0.02,0.01,0.4,0,0,0,0.03,0
2019-02-05 PM 7:00,-0.14,-0.03,0.01,0.4,0,0,0,0,0.05
2019-02-05 PM 8:00,-0.14,-0.01,0.01,0.4,0,0,0,0.02,0.02
2019-02-05 PM 9:00,-0.14,-0.02,0,0.4,0,0,0,0.03,0
2019-02-05 PM 10:00,-0.14,-0.02,0,0.4,0,0,0,0.01,0
2019-02-05 PM 11:00,-0.13,-0.02,0,0.4,0,0,0,0,0
2019-02-06 AM 12:00,-0.13,-0.02,0,0.4,0,0,0,0,0
2019-02-06 AM 1:00,-0.13,-0.01,0,0.4,0,0,0,0,0
2019-02-06 AM 2:00,-0.14,-0.02,0,0.4,0,0,0,0.02,0
2019-02-06 AM 3:00,-0.13,-0.01,0,0.4,0,0,0,0,0
2019-02-06 AM 4:00,-0.14,-0.02,0.01,0.4,0,0,0,0.01,0
2019-02-06 AM 5:00,-0.14,-0.02,0,0.4,0,0,0,0,0
2019-02-06 AM 6:00,-0.14,-0.02,0,0.4,0,0,0,0.01,0
2019-02-06 AM 7:00,-0.16,-0.03,0.01,0.4,0,0,0,0,0
2019-02-06 AM 8:00,-0.16,-0.03,0.01,0.4,0,0,0,0.01,0
2019-02-06 AM 9:00,-0.17,-0.03,0.01,0.4,0,0,0,0.01,0
2019-02-06 AM 10:00,-0.17,-0.03,0,0.4,0,0,0,0.05,0
2019-02-06 AM 11:00,-0.17,-0.04,0.01,0.4,0,0,0,0.03,0
2019-02-06 PM 12:00,-0.15,-0.04,0.01,0.4,0,0,0,0,0.01
2019-02-06 PM 1:00,-0.15,-0.04,0.01,0.4,0,0,0,0.01,0
2019-02-06 PM 2:00,-0.15,-0.03,0,0.4,0,0,0,0,0
2019-02-06 PM 3:00,-0.13,-0.02,0,0.4,0,0,0,0,0.02
2019-02-06 PM 4:00,-0.14,-0.02,0,0.4,0,0,0,0,0.01
2019-02-06 PM 5:00,-0.12,-0.01,0,0.4,0,0,0,0,0
2019-02-06 PM 6:00,-0.11,0,0,0.4,0,0,0,0,0
2019-02-06 PM 7:00,-0.11,0,0,0.4,0,0,0,0.01,0.22
2019-02-06 PM 8:00,-0.11,0,0.01,0.4,0,0,0,0,0.41
2019-02-06 PM 9:00,-0.11,0,0,0.4,0,0,0,0,0.42
2019-02-06 PM 10:00,-0.11,0,0,0.4,0,0,0,0,0.32
2019-02-06 PM 11:00,-0.1,0,0,0.4,0,0,0,0,0.2
2019-02-07 AM 12:00,-0.1,0,0.01,0.4,0,0,0,0.01,0
2019-02-07 AM 1:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 AM 2:00,-0.11,0,0,0.4,0,0,0,0.01,0
2019-02-07 AM 3:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 AM 4:00,-0.12,0,0,0.4,0,0,0,0,0
2019-02-07 AM 5:00,-0.11,0,0,0.4,0,0,0,0,0
2019-02-07 AM 6:00,-0.12,-0.01,0.01,0.4,0,0,0,0.01,0
2019-02-07 AM 7:00,-0.11,0,0,0.4,0,0,0,0,0
2019-02-07 AM 8:00,-0.11,0,0.01,0.4,0,0,0,0,0
2019-02-07 AM 9:00,-0.11,-0.01,0,0.4,0,0,0,0.03,0
2019-02-07 AM 10:00,-0.12,0,0.01,0.4,0,0,0,0.01,0
2019-02-07 AM 11:00,-0.11,0,0,0.4,0,0,0,0,0
2019-02-07 PM 12:00,-0.11,-0.01,0,0.4,0,0,0,0,0
2019-02-07 PM 1:00,-0.11,-0.01,0,0.4,0,0,0,0.01,0
2019-02-07 PM 2:00,-0.1,0,0,0.4,0,0,0,0.03,0
2019-02-07 PM 3:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 PM 4:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 PM 5:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 PM 6:00,-0.1,0,0.01,0.4,0,0,0,0,0
2019-02-07 PM 7:00,-0.1,0,0.01,0.4,0,0,0,0,0
2019-02-07 PM 8:00,-0.1,0,0,0.4,0,0,0,0,0
2019-02-07 PM 9:00,-0.1,0,0.01,0.4,0,0,0,0,0
2019-02-07 PM 10:00,-0.1,0,0.01,0.4,0,0,0,0.02,0
2019-02-07 PM 11:00,-0.1,0,0.01,0.4,0,0,0,0,0
2019-02-08 AM 12:00,-0.11,0,0.01,0.4,0,0,0,0,0
2019-02-08 AM 1:00,-0.12,-0.01,0.01,0.4,0,0,0,0,0
2019-02-08 AM 2:00,-0.12,-0.01,0.01,0.4,0,0,0,0,0
2019-02-08 AM 3:00,-0.12,0,0.01,0.4,0,0,0,0,0
2019-02-08 AM 4:00,-0.13,-0.02,0.01,0.4,0,0,0,0,0
2019-02-08 AM 5:00,-0.14,-0.03,0.01,0.4,0,0,0,0,0
2019-02-08 AM 6:00,-0.14,-0.02,0.01,0.4,0,0,0,0.01,0
2019-02-08 AM 7:00,-0.15,-0.03,0.01,0.4,0,0,0,0,0
2019-02-08 AM 8:00,-0.17,-0.05,0.01,0.4,0,0,0,0,0
2019-02-08 AM 9:00,-0.18,-0.05,0.01,0.4,0,0,0,0.02,0
2019-02-08 AM 10:00,-0.19,-0.05,0.01,0.4,0,0,0,0,0
2019-02-08 AM 11:00,-0.19,-0.07,0.01,0.4,0,0,0,0,0
2019-02-08 PM 12:00,-0.19,-0.07,0,0.4,0,0,0,0.01,0
2019-02-08 PM 1:00,-0.19,-0.09,0,0.4,0,0,0,0,0
2019-02-08 PM 2:00,-0.2,-0.07,0.01,0.4,0,0,0,0,0
2019-02-08 PM 3:00,-0.19,-0.07,0.01,0.4,0,0,0,0.02,0
2019-02-08 PM 4:00,-0.18,-0.06,0.01,0.4,0,0,0,0,0
2019-02-08 PM 5:00,-0.17,-0.05,0.01,0.4,0,0,0,0,0
2019-02-08 PM 6:00,-0.16,-0.04,0.01,0.4,0,0,0,0,0
2019-02-08 PM 7:00,-0.16,-0.05,0,0.4,0,0,0,0,0
2019-02-08 PM 8:00,-0.17,-0.04,0.01,0.4,0,0,0,0.01,0
2019-02-08 PM 9:00,-0.17,-0.03,0,0.4,0,0,0,0,0
2019-02-08 PM 10:00,-0.17,-0.04,0,0.4,0,0,0,0,0
2019-02-08 PM 11:00,-0.17,-0.04,0.02,0.4,0,0,0,0,0
2019-02-09 AM 12:00,-0.16,-0.05,0,0.4,0,0,0,0,0
2019-02-09 AM 1:00,-0.17,-0.04,0.01,0.4,0,0,0,0,0
2019-02-09 AM 2:00,-0.18,-0.04,0,0.4,0,0,0,0,0
2019-02-09 AM 3:00,-0.18,-0.05,0.01,0.4,0,0,0,0,0
2019-02-09 AM 4:00,-0.18,-0.05,0.01,0.4,0,0,0,0,0
2019-02-09 AM 5:00,-0.19,-0.06,0,0.4,0,0,0,0,0
2019-02-09 AM 6:00,-0.19,-0.06,0.01,0.4,0,0,0,0,0
2019-02-09 AM 7:00,-0.2,-0.07,0.01,0.4,0,0,0,0,0
2019-02-09 AM 8:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-09 AM 9:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-09 AM 10:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-09 AM 11:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-09 PM 12:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-09 PM 1:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-09 PM 2:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-09 PM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-09 PM 4:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-09 PM 5:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-09 PM 6:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-09 PM 7:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-09 PM 8:00,-0.19,-0.09,0,0.4,0,0,0,0,0
2019-02-09 PM 9:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-09 PM 10:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-09 PM 11:00,-0.2,-0.1,0.01,0.4,0,0,0,0.01,0
2019-02-10 AM 12:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-10 AM 1:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-10 AM 2:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-10 AM 3:00,-0.2,-0.1,0.02,0.4,0,0,0,0,0
2019-02-10 AM 4:00,-0.2,-0.1,0,0.4,0,0,0,0.01,0
2019-02-10 AM 5:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-10 AM 6:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-10 AM 7:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-10 AM 8:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-10 AM 9:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-10 AM 10:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-10 AM 11:00,-0.2,-0.13,0,0.4,0,0,0,0,0
2019-02-10 PM 12:00,-0.2,-0.13,0.01,0.4,0,0,0,0.01,0
2019-02-10 PM 1:00,-0.2,-0.12,0,0.4,0,0,0,0.02,0
2019-02-10 PM 2:00,-0.2,-0.12,0,0.4,0,0,0,0,0
2019-02-10 PM 3:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-10 PM 4:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-10 PM 5:00,-0.2,-0.12,0,0.4,0,0,0,0.01,0
2019-02-10 PM 6:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-10 PM 7:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-10 PM 8:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-10 PM 9:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-10 PM 10:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-10 PM 11:00,-0.2,-0.11,0,0.4,0,0,0,0.01,0
2019-02-11 AM 12:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-11 AM 1:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 AM 2:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 AM 3:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 AM 4:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 AM 5:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-11 AM 6:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-11 AM 7:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-11 AM 8:00,-0.2,-0.12,0,0.4,0,0,0,0,0
2019-02-11 AM 9:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-11 AM 10:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-11 AM 11:00,-0.2,-0.13,0.01,0.4,0,0,0,0.01,0
2019-02-11 PM 12:00,-0.2,-0.14,0.01,0.4,0,0,0,0.01,0
2019-02-11 PM 1:00,-0.2,-0.14,0,0.4,0,0,0,0,0
2019-02-11 PM 2:00,-0.2,-0.15,0,0.4,0,0,0,0,0
2019-02-11 PM 3:00,-0.2,-0.14,0,0.4,0,0,0,0,0
2019-02-11 PM 4:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0
2019-02-11 PM 5:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-11 PM 6:00,-0.2,-0.11,0,0.4,0,0,0,0.01,0
2019-02-11 PM 7:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 PM 8:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-11 PM 9:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-11 PM 10:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-11 PM 11:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-12 AM 12:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-12 AM 1:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-12 AM 2:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-12 AM 3:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-12 AM 4:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-12 AM 5:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-12 AM 6:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-12 AM 7:00,-0.2,-0.14,0.01,0.4,0,0,0,0,0
2019-02-12 AM 8:00,-0.2,-0.14,0,0.4,0,0,0,0,0
2019-02-12 AM 9:00,-0.2,-0.15,0.01,0.4,0,0,0,0,0
2019-02-12 AM 10:00,-0.2,-0.16,0.01,0.4,0,0,0,0,0
2019-02-12 AM 11:00,-0.2,-0.16,0.01,0.4,0,0,0,0,0
2019-02-12 PM 12:00,-0.2,-0.17,0.01,0.4,0,0,0,0,0
2019-02-12 PM 1:00,-0.2,-0.16,0.01,0.4,0,0,0,0,0
2019-02-12 PM 2:00,-0.2,-0.16,0,0.4,0,0,0,0,0
2019-02-12 PM 3:00,-0.2,-0.15,0,0.4,0,0,0,0.02,0
2019-02-12 PM 4:00,-0.2,-0.12,0,0.4,0,0,0,0,0.01
2019-02-12 PM 5:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0.23
2019-02-12 PM 6:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0.29
2019-02-12 PM 7:00,-0.2,-0.11,0.01,0.4,0,0,0,0.02,0
2019-02-12 PM 8:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-12 PM 9:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-12 PM 10:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-12 PM 11:00,-0.2,-0.1,0.01,0.4,0,0,0,0.02,0
2019-02-13 AM 12:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-13 AM 1:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-13 AM 2:00,-0.2,-0.1,0.01,0.4,0,0,0,0.01,0
2019-02-13 AM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-13 AM 4:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-13 AM 5:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-13 AM 6:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-13 AM 7:00,-0.2,-0.11,0,0.4,0,0,0,0.02,0
2019-02-13 AM 8:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-13 AM 9:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-13 AM 10:00,-0.2,-0.1,0.01,0.4,0,0,0,0.02,0
2019-02-13 AM 11:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-13 PM 12:00,-0.2,-0.11,0.01,0.4,0,0,0,0.01,0
2019-02-13 PM 1:00,-0.2,-0.1,0.02,0.4,0,0,0,0.01,0
2019-02-13 PM 2:00,-0.2,-0.11,0.01,0.4,0,0,0,0.01,0
2019-02-13 PM 3:00,-0.2,-0.1,0.01,0.4,0,0,0,0.01,0
2019-02-13 PM 4:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-13 PM 5:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-13 PM 6:00,-0.2,-0.09,0,0.4,0,0,0,0.02,0
2019-02-13 PM 7:00,-0.2,-0.09,0,0.4,0,0,0,0.01,0
2019-02-13 PM 8:00,-0.2,-0.07,0,0.4,0,0,0,0,0
2019-02-13 PM 9:00,-0.2,-0.08,0.01,0.4,0,0,0,0.02,0
2019-02-13 PM 10:00,-0.2,-0.08,0,0.4,0,0,0,0,0
2019-02-13 PM 11:00,-0.19,-0.08,0.01,0.4,0,0,0,0,0
2019-02-14 AM 12:00,-0.19,-0.08,0,0.4,0,0,0,0.01,0
2019-02-14 AM 1:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-14 AM 2:00,-0.2,-0.07,0,0.4,0,0,0,0,0
2019-02-14 AM 3:00,-0.2,-0.09,0,0.4,0,0,0,0,0
2019-02-14 AM 4:00,-0.2,-0.09,0.01,0.4,0,0,0,0,0
2019-02-14 AM 5:00,-0.2,-0.09,0.01,0.4,0,0,0,0.01,0
2019-02-14 AM 6:00,-0.2,-0.09,0.01,0.4,0,0,0,0.02,0
2019-02-14 AM 7:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-14 AM 8:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-14 AM 9:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-14 AM 10:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-14 AM 11:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-14 PM 12:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-14 PM 1:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-14 PM 2:00,-0.2,-0.12,0,0.4,0,0,0,0.03,0
2019-02-14 PM 3:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-14 PM 4:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-14 PM 5:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-14 PM 6:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-14 PM 7:00,-0.2,-0.1,0,0.4,0,0,0,0,0
2019-02-14 PM 8:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-14 PM 9:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-14 PM 10:00,-0.2,-0.1,0,0.4,0,0,0,0.04,0
2019-02-14 PM 11:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-15 AM 12:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
2019-02-15 AM 1:00,-0.2,-0.11,0,0.4,0,0,0,0,0
2019-02-15 AM 2:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-15 AM 3:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-15 AM 4:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-15 AM 5:00,-0.2,-0.12,0.01,0.4,0,0,0,0.02,0
2019-02-15 AM 6:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-15 AM 7:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0
2019-02-15 AM 8:00,-0.2,-0.12,0.01,0.4,0,0,0,0.01,0
2019-02-15 AM 9:00,-0.2,-0.12,0,0.4,0,0,0,0,0
2019-02-15 AM 10:00,-0.2,-0.12,0.01,0.4,0,0,0,0.04,0
2019-02-15 AM 11:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0.23
2019-02-15 PM 12:00,-0.2,-0.13,0.01,0.4,0,0,0,0,0.17
2019-02-15 PM 1:00,-0.2,-0.12,0.01,0.4,0,0,0,0,0.12
2019-02-15 PM 2:00,-0.2,-0.12,0.01,0.4,0,0,0,0.03,0
2019-02-15 PM 3:00,-0.2,-0.12,0.01,0.4,0,0,0,0.01,0.03
2019-02-15 PM 4:00,-0.2,-0.11,0.01,0.4,0,0,0,0.02,0.02
2019-02-15 PM 5:00,-0.2,-0.12,0,0.4,0,0,0,0.02,0
2019-02-15 PM 6:00,-0.2,-0.11,0.01,0.4,0,0,0,0,0
2019-02-15 PM 7:00,-0.2,-0.1,0,0.4,0,0,0,0.01,0
2019-02-15 PM 8:00,-0.2,-0.09,0,0.4,0,0,0,0.03,0
2019-02-15 PM 9:00,-0.2,-0.1,0.01,0.4,0,0,0,0,0
